CustomerID,purchase_cnt,item_cnt,recency,user_total,user_average,unique_products,average_interval,total_transactions,cancel_frequency,cancel_rate
17896,2,288,23,1.8,0.9,2,0.0,2,0,0.0
17831,2,12,33,5.9,2.95,2,0.0,2,0,0.0
13967,2,42,145,7.2,3.6,2,0.0,2,0,0.0
14603,2,400,274,3.3,1.65,2,0.0,2,0,0.0
13228,2,200,81,3.6,1.8,2,0.0,2,0,0.0
16429,2,9,106,39.9,19.95,2,0.0,2,0,0.0
17408,2,3,163,22.7,11.35,2,0.0,2,0,0.0
18080,2,642,18,3.8,1.9,2,223.0,2,0,0.0
15649,2,192,336,8.5,4.25,1,31.0,2,0,0.0
17553,2,1048,129,6.2,3.1,2,0.0,2,0,0.0
16344,2,18,158,11.4,5.7,1,0.0,2,0,0.0
16976,2,88,267,12.0,6.0,2,0.0,2,0,0.0
15423,2,101,38,7.9,3.95,2,0.0,2,0,0.0
12875,2,2019,143,0.3,0.15,1,219.0,2,0,0.0
17079,2,24,78,9.9,4.95,2,0.0,2,0,0.0
14199,2,28,218,11.8,5.9,2,0.0,2,0,0.0
16659,2,72,189,1.2,0.6,2,0.0,2,0,0.0
14723,258,671,10,592.5,2.3,192,1.4,258,0,0.0
16655,258,2363,17,668.9,2.59,208,1.21,258,0,0.0
17059,514,1850,29,1366.5,2.66,292,0.66,514,0,0.0
14117,3,72,143,3.8,1.27,3,0.0,3,0,0.0
13011,3,13,372,12.7,4.23,3,0.0,3,0,0.0
16784,3,24,19,13.4,4.47,3,0.0,3,0,0.0
15619,3,136,10,13.3,4.43,3,0.0,3,0,0.0
12817,3,52,281,8.3,2.77,3,0.0,3,0,0.0
16679,3,29,366,20.8,6.93,3,0.0,3,0,0.0
12855,3,30,372,4.7,1.57,3,0.0,3,0,0.0
14185,3,6,331,179.2,59.73,3,0.0,3,0,0.0
16565,3,46,364,15.4,5.13,3,0.0,3,0,0.0
12864,3,216,138,2.0,0.67,3,0.0,3,0,0.0
12789,3,3,65,76.8,25.6,3,0.0,3,0,0.0
12891,3,950,185,1.1,0.37,2,53.5,3,0,0.0
15043,3,300,31,5.4,1.8,3,0.0,3,0,0.0
15374,3,126,128,11.4,3.8,3,0.0,3,0,0.0
16545,3,78,164,11.3,3.77,3,0.0,3,0,0.0
14589,3,5,371,23.9,7.97,3,0.0,3,0,0.0
17536,3,6,177,38.3,12.77,3,0.0,3,0,0.0
14785,3,84,10,2.8,0.93,2,2.0,3,0,0.0
15049,3,63,273,5.5,1.83,3,0.0,3,0,0.0
13132,3,20,261,14.8,4.93,3,0.0,3,0,0.0
18058,3,88,9,5.4,1.8,3,0.0,3,0,0.0
14423,3,120,218,5.9,1.97,3,0.0,3,0,0.0
16506,3,42,19,6.5,2.17,3,10.0,3,0,0.0
14148,3,16,233,22.6,7.53,3,0.0,3,0,0.0
15992,3,17,3,18.3,6.1,3,0.0,3,0,0.0
18273,3,80,2,7.6,2.53,1,127.5,3,0,0.0
13194,3,26,135,8.0,2.67,3,0.0,3,0,0.0
15744,3,120,77,0.9,0.3,3,0.0,3,0,0.0
13948,3,40,360,11.8,3.93,3,0.0,3,0,0.0
13739,3,54,18,16.4,5.47,3,0.0,3,0,0.0
13877,3,108,86,3.5,1.17,3,0.0,3,0,0.0
14946,3,22,14,14.1,4.7,3,0.0,3,0,0.0
13403,3,44,17,8.8,2.93,3,0.0,3,0,0.0
17391,3,480,163,3.2,1.07,2,0.0,3,0,0.0
14616,3,104,242,10.3,3.43,2,36.5,3,0,0.0
17616,3,224,173,7.6,2.53,1,96.5,3,0,0.0
15286,3,55,49,13.3,4.43,3,0.0,3,0,0.0
16171,3,24,59,10.3,3.43,3,0.0,3,0,0.0
17775,3,72,254,2.4,0.8,3,0.0,3,0,0.0
15178,3,30,260,4.0,1.33,3,0.0,3,0,0.0
12587,3,50,7,6.2,2.07,3,0.0,3,0,0.0
16319,3,72,217,16.9,5.63,3,0.0,3,0,0.0
12736,3,168,332,4.3,1.43,3,0.0,3,0,0.0
12445,3,60,22,4.0,1.33,3,0.0,3,0,0.0
13682,3,10,187,21.3,7.1,3,0.0,3,0,0.0
18017,3,300,81,5.2,1.73,1,114.5,3,0,0.0
16986,3,1040,29,6.0,2.0,3,0.0,3,0,0.0
13144,3,21,332,18.6,6.2,3,0.0,3,0,0.0
17024,3,69,45,4.2,1.4,2,55.5,3,0,0.0
14300,3,32,18,4.2,1.4,3,0.0,3,0,0.0
14520,4,146,1,12.8,3.2,3,96.33,4,0,0.0
12756,4,144,86,3.0,0.75,4,0.0,4,0,0.0
14373,4,17,358,46.5,11.63,4,0.0,4,0,0.0
17394,4,241,219,13.8,3.45,4,0.0,4,0,0.0
15526,4,24,33,22.0,5.5,4,0.0,4,0,0.0
18246,4,166,23,18.8,4.7,3,69.67,4,0,0.0
17788,4,210,73,22.1,5.53,2,18.33,4,0,0.0
14566,4,800,110,7.2,1.8,4,0.0,4,0,0.0
14661,4,35,26,15.8,3.95,4,0.0,4,0,0.0
16505,4,576,31,5.4,1.35,4,0.0,4,0,0.0
12659,4,104,29,8.5,2.13,4,0.0,4,0,0.0
17620,4,60,59,11.0,2.75,4,0.0,4,0,0.0
12897,4,110,204,10.8,2.7,3,32.33,4,0,0.0
13160,4,56,22,12.1,3.02,4,0.0,4,0,0.0
14865,4,108,7,2.6,0.65,4,121.33,4,0,0.0
16308,4,8000,37,1.3,0.33,1,74.0,4,0,0.0
14548,4,256,150,10.2,2.55,2,55.67,4,0,0.0
14840,4,31,267,12.2,3.05,4,0.0,4,0,0.0
17212,4,147,253,5.5,1.38,4,0.0,4,0,0.0
14053,4,215,124,5.5,1.38,2,11.67,4,0,0.0
17026,4,97,185,16.1,4.03,4,61.33,4,0,0.0
12353,4,20,204,24.3,6.08,4,0.0,4,0,0.0
14080,4,48,32,3.8,0.95,4,0.0,4,0,0.0
14371,4,34,295,15.1,3.77,4,0.0,4,0,0.0
12548,4,48,166,5.6,1.4,4,0.0,4,0,0.0
14609,4,7026,72,0.5,0.13,2,74.0,4,0,0.0
14816,4,5,197,265.9,66.47,4,0.0,4,0,0.0
16387,4,44,322,12.6,3.15,4,0.0,4,0,0.0
14987,4,128,15,10.2,2.55,2,116.33,4,0,0.0
12403,4,94,49,17.4,4.35,4,0.0,4,0,0.0
12873,4,128,282,16.1,4.03,4,0.0,4,0,0.0
13147,4,144,10,19.8,4.95,1,29.33,4,0,0.0
12401,4,10,303,33.4,8.35,4,0.0,4,0,0.0
14457,4,88,310,5.0,1.25,4,0.0,4,0,0.0
15160,4,84,357,7.0,1.75,4,0.0,4,0,0.0
13514,4,40,73,16.7,4.17,4,0.0,4,0,0.0
15899,4,39,368,16.5,4.13,4,0.0,4,0,0.0
12734,4,88,352,4.7,1.18,4,0.0,4,0,0.0
13551,4,12,319,30.6,7.65,4,0.0,4,0,0.0
17174,4,41,217,6.7,1.68,4,0.0,4,0,0.0
13006,4,55,56,21.2,5.3,4,0.0,4,0,0.0
15368,4,230,21,14.2,3.55,4,0.0,4,0,0.0
12984,4,26,18,15.4,3.85,4,0.0,4,0,0.0
16532,4,2016,17,13.9,3.48,2,106.67,4,0,0.0
17163,5,66,21,22.6,4.52,3,14.0,5,0,0.0
17991,5,25,225,24.6,4.92,4,0.0,5,0,0.0
18032,5,42,334,9.3,1.86,5,0.0,5,0,0.0
15661,5,236,317,4.5,0.9,4,5.25,5,0,0.0
15350,5,51,373,13.3,2.66,5,0.0,5,0,0.0
13947,5,44,65,14.7,2.94,5,0.0,5,0,0.0
13651,5,32,39,21.4,4.28,5,0.0,5,0,0.0
15703,5,66,264,14.7,2.94,5,0.0,5,0,0.0
12823,5,230,74,38.3,7.66,1,55.0,5,0,0.0
15612,5,51,36,21.9,4.38,3,6.25,5,0,0.0
15347,5,130,366,11.3,2.26,5,0.0,5,0,0.0
17640,5,250,86,12.8,2.56,5,0.0,5,0,0.0
14836,5,43,10,15.3,3.06,4,5.0,5,0,0.0
16542,5,46,53,15.4,3.08,5,0.0,5,0,0.0
17628,5,79,81,12.1,2.42,5,0.0,5,0,0.0
15593,5,60,70,16.6,3.32,5,0.0,5,0,0.0
16698,5,840,226,11.8,2.36,4,6.5,5,0,0.0
14962,5,44,270,32.7,6.54,5,0.0,5,0,0.0
15042,5,30,199,27.9,5.58,5,0.0,5,0,0.0
15168,5,52,25,16.7,3.34,5,0.0,5,0,0.0
14542,5,19,185,27.1,5.42,5,0.0,5,0,0.0
18019,5,7,51,28.6,5.72,5,0.0,5,0,0.0
17500,5,17,17,271.5,54.3,3,3.0,5,0,0.0
15083,5,38,256,33.4,6.68,5,0.0,5,0,0.0
18227,5,21,217,43.3,8.66,5,0.0,5,0,0.0
13296,5,78,137,12.0,2.4,5,0.0,5,0,0.0
14124,5,1618,84,1.8,0.36,4,0.0,5,0,0.0
13216,5,297,267,7.2,1.44,5,0.0,5,0,0.0
16617,5,91,235,19.5,3.9,5,0.0,5,0,0.0
15063,5,56,213,42.8,8.56,5,0.0,5,0,0.0
18050,5,40,359,11.5,2.3,5,0.0,5,0,0.0
13299,5,30,268,23.8,4.76,5,0.0,5,0,0.0
17707,5,144,185,8.8,1.76,3,37.75,5,0,0.0
15222,5,440,318,6.7,1.34,5,0.0,5,0,0.0
17468,5,116,10,5.8,1.16,5,1.0,5,0,0.0
14259,5,68,141,14.2,2.84,5,0.0,5,0,0.0
12968,5,73,112,16.4,3.28,5,0.0,5,0,0.0
15445,5,58,264,27.8,5.56,5,0.0,5,0,0.0
13223,5,88,200,9.8,1.96,5,7.75,5,0,0.0
14437,5,60,365,5.3,1.06,5,0.0,5,0,0.0
16405,5,187,302,11.7,2.34,3,1.75,5,0,0.0
14752,5,260,43,12.5,2.5,5,0.0,5,0,0.0
13992,5,64,30,5.8,1.16,5,0.0,5,0,0.0
14463,5,178,98,20.9,4.18,5,26.5,5,0,0.0
14393,5,13,218,27.0,5.4,5,0.0,5,0,0.0
16363,5,52,53,14.8,2.96,5,0.0,5,0,0.0
13645,5,158,120,16.8,3.36,5,0.0,5,0,0.0
16623,5,39,245,15.9,3.18,5,0.0,5,0,0.0
17060,5,216,266,8.9,1.78,5,0.0,5,0,0.0
16789,5,32,8,14.5,2.9,5,0.0,5,0,0.0
16569,5,93,3,13.0,2.6,5,0.0,5,0,0.0
17844,5,52,106,5.0,1.0,5,0.0,5,0,0.0
16377,5,1500,267,2.7,0.54,5,0.0,5,0,0.0
13522,5,44,30,16.3,3.26,5,0.0,5,0,0.0
13848,5,3700,92,2.3,0.46,3,68.25,5,0,0.0
13218,5,88,127,4.6,0.92,5,0.0,5,0,0.0
17414,6,2100,43,2.6,0.43,5,28.2,6,0,0.0
14789,6,116,28,12.3,2.05,6,0.0,6,0,0.0
12547,6,132,197,7.6,1.27,6,16.4,6,0,0.0
16106,6,74,65,9.1,1.52,6,0.0,6,0,0.0
14861,6,117,52,16.4,2.73,6,0.0,6,0,0.0
15709,6,121,283,14.5,2.42,6,0.0,6,0,0.0
16927,6,993,115,17.4,2.9,5,49.0,6,0,0.0
14353,6,64,215,8.2,1.37,6,0.0,6,0,0.0
18255,6,74,89,10.3,1.72,6,0.0,6,0,0.0
15247,6,160,122,12.5,2.08,6,0.0,6,0,0.0
14582,6,73,40,20.3,3.38,6,0.0,6,0,0.0
17879,6,45,173,21.8,3.63,6,0.0,6,0,0.0
17330,6,120,22,26.9,4.48,5,8.8,6,0,0.0
15397,6,20,289,29.6,4.93,6,0.0,6,0,0.0
14782,6,114,319,15.1,2.52,6,0.0,6,0,0.0
12509,6,54,284,20.9,3.48,6,0.0,6,0,0.0
15266,6,18,338,40.5,6.75,6,0.0,6,0,0.0
17556,6,101,205,28.7,4.78,6,0.0,6,0,0.0
13689,6,512,63,10.2,1.7,6,0.0,6,0,0.0
15944,6,50,276,30.5,5.08,6,0.0,6,0,0.0
17549,6,210,23,10.6,1.77,5,5.4,6,0,0.0
14196,6,142,106,19.6,3.27,6,0.0,6,0,0.0
12821,6,70,214,15.0,2.5,6,0.0,6,0,0.0
14967,6,140,49,17.6,2.93,6,0.0,6,0,0.0
17513,6,254,72,16.6,2.77,6,0.0,6,0,0.0
16671,6,875,28,16.8,2.8,3,27.0,6,0,0.0
14045,6,535,109,25.4,4.23,4,52.6,6,0,0.0
13525,6,394,14,23.4,3.9,5,46.6,6,0,0.0
13723,6,43,217,31.7,5.28,6,0.0,6,0,0.0
14495,6,62,50,12.1,2.02,6,14.0,6,0,0.0
16610,6,66,219,7.8,1.3,6,0.0,6,0,0.0
14795,6,17,166,44.0,7.33,6,0.0,6,0,0.0
14054,6,62,65,9.1,1.52,6,0.0,6,0,0.0
15705,6,62,201,36.3,6.05,6,0.0,6,0,0.0
17524,6,90,361,9.6,1.6,6,0.0,6,0,0.0
16582,6,164,113,9.7,1.62,6,0.0,6,0,0.0
14027,6,62,60,12.9,2.15,6,0.0,6,0,0.0
15653,6,1200,92,5.4,0.9,4,4.6,6,0,0.0
15256,6,55,148,10.9,1.82,6,0.0,6,0,0.0
14039,6,92,33,12.2,2.03,6,0.0,6,0,0.0
14155,6,25,266,32.7,5.45,6,0.0,6,0,0.0
16213,6,48,78,22.9,3.82,6,0.0,6,0,0.0
13003,6,103,105,13.5,2.25,4,21.6,6,0,0.0
17325,6,60,280,9.8,1.63,6,0.0,6,0,0.0
15610,6,66,51,11.2,1.87,6,0.0,6,0,0.0
14887,6,1100,79,9.7,1.62,6,0.0,6,0,0.0
12686,6,106,371,4.8,0.8,6,0.0,6,0,0.0
15422,6,38,323,18.1,3.02,6,0.0,6,0,0.0
13079,6,62,4,25.0,4.17,2,26.8,6,0,0.0
15428,6,102,15,11.2,1.87,6,0.0,6,0,0.0
13080,6,120,179,3.5,0.58,6,0.0,6,0,0.0
17718,6,83,232,25.2,4.2,6,0.0,6,0,0.0
16041,6,1584,30,32.3,5.38,6,22.0,6,0,0.0
16190,6,88,40,43.1,7.18,6,0.0,6,0,0.0
16516,6,58,30,12.7,2.12,6,0.0,6,0,0.0
16276,6,420,176,11.9,1.98,6,0.0,6,0,0.0
13095,6,144,70,4.2,0.7,6,0.0,6,0,0.0
16430,6,103,57,26.2,4.37,6,0.0,6,0,0.0
17268,6,844,107,6.0,1.0,3,27.2,6,0,0.0
15180,6,36,367,19.6,3.27,6,0.0,6,0,0.0
14340,6,58,218,17.6,2.93,6,0.0,6,0,0.0
13493,6,377,275,23.2,3.87,5,2.2,6,0,0.0
18240,6,126,46,23.6,3.93,6,0.0,6,0,0.0
14345,6,50,38,20.9,3.48,6,0.0,6,0,0.0
14681,7,76,71,50.5,7.21,6,23.33,7,0,0.0
15458,7,156,25,8.6,1.23,7,0.0,7,0,0.0
13938,7,70,35,7.1,1.01,7,0.0,7,0,0.0
12881,7,21,275,230.8,32.97,7,0.0,7,0,0.0
14890,7,51,253,20.4,2.91,7,0.0,7,0,0.0
17122,7,80,119,13.8,1.97,7,0.0,7,0,0.0
16757,7,81,318,9.5,1.36,7,0.0,7,0,0.0
14143,7,30,133,38.4,5.49,7,0.0,7,0,0.0
18147,7,203,45,9.1,1.3,7,10.33,7,0,0.0
15361,7,336,361,9.4,1.34,7,0.0,7,0,0.0
16828,7,58,112,15.0,2.14,7,0.0,7,0,0.0
16414,7,27,21,49.5,7.07,5,43.0,7,0,0.0
15717,7,70,234,17.3,2.47,7,0.0,7,0,0.0
15937,7,73,64,16.6,2.37,7,0.0,7,0,0.0
15463,7,106,29,13.0,1.86,7,0.0,7,0,0.0
13807,7,36,367,36.0,5.14,7,0.0,7,0,0.0
17709,7,17,169,91.0,13.0,7,0.0,7,0,0.0
13922,7,93,351,34.9,4.99,7,0.0,7,0,0.0
17958,7,84,116,28.3,4.04,7,0.0,7,0,0.0
12884,7,43,88,111.9,15.99,7,0.0,7,0,0.0
13002,7,73,318,19.8,2.83,7,0.0,7,0,0.0
14066,7,45,266,30.6,4.37,7,0.0,7,0,0.0
14500,7,117,88,43.5,6.21,6,16.67,7,0,0.0
14219,7,78,4,16.0,2.29,7,0.0,7,0,0.0
15512,7,68,155,13.7,1.96,7,33.83,7,0,0.0
17639,7,49,276,38.6,5.51,7,0.0,7,0,0.0
13347,7,204,70,10.2,1.46,7,0.0,7,0,0.0
18191,7,140,261,28.1,4.01,7,0.0,7,0,0.0
15030,7,372,71,20.8,2.97,7,32.67,7,0,0.0
17022,7,108,31,6.7,0.96,7,0.0,7,0,0.0
14494,7,92,25,11.6,1.66,7,0.0,7,0,0.0
18064,7,384,133,15.7,2.24,7,17.0,7,0,0.0
16963,7,35,187,23.4,3.34,7,0.0,7,0,0.0
14386,7,54,296,27.2,3.89,7,0.0,7,0,0.0
13866,7,57,74,23.6,3.37,7,0.0,7,0,0.0
13786,7,136,367,13.2,1.89,7,0.0,7,0,0.0
18281,7,54,180,39.4,5.63,7,0.0,7,0,0.0
15567,7,223,18,22.6,3.23,7,0.0,7,0,0.0
16872,7,600,77,67.8,9.69,5,17.83,7,0,0.0
16248,7,78,61,14.2,2.03,7,0.0,7,0,0.0
15759,7,60,218,36.2,5.17,5,23.17,7,0,0.0
15909,7,98,173,13.0,1.86,7,0.0,7,0,0.0
15775,7,68,245,17.3,2.47,7,0.0,7,0,0.0
18086,7,106,274,10.4,1.49,7,0.0,7,0,0.0
17206,7,76,53,19.5,2.79,7,0.0,7,0,0.0
15395,7,17,325,45.8,6.54,7,0.0,7,0,0.0
15158,7,198,45,12.9,1.84,7,0.0,7,0,0.0
13283,7,90,59,9.1,1.3,7,20.83,7,0,0.0
14641,7,90,21,9.0,1.29,7,0.0,7,0,0.0
16597,7,184,4,11.4,1.63,7,0.0,7,0,0.0
16988,7,43,5,41.8,5.97,7,0.0,7,0,0.0
18042,7,33,53,38.1,5.44,7,0.0,7,0,0.0
15797,7,872,113,18.9,2.7,7,31.83,7,0,0.0
15958,7,33,74,27.9,3.99,7,0.0,7,0,0.0
17647,7,30,65,49.7,7.1,7,0.0,7,0,0.0
16959,7,49,87,21.1,3.01,7,0.0,7,0,0.0
13072,7,69,266,23.4,3.34,7,0.0,7,0,0.0
18048,7,127,203,10.5,1.5,6,0.0,7,0,0.0
13133,7,32,273,37.4,5.34,7,5.0,7,0,0.0
14473,7,88,74,28.8,4.11,7,34.67,7,0,0.0
14601,7,168,10,10.0,1.43,7,0.0,7,0,0.0
13876,7,36,63,35.8,5.11,7,0.0,7,0,0.0
16728,263,671,46,613.6,2.33,218,0.83,263,0,0.0
16178,8,94,138,25.5,3.19,8,0.0,8,0,0.0
16586,8,95,248,37.5,4.69,8,0.0,8,0,0.0
13638,8,93,15,23.9,2.99,8,0.0,8,0,0.0
14059,8,128,266,18.5,2.31,8,0.0,8,0,0.0
17643,8,71,373,32.1,4.01,8,0.0,8,0,0.0
13058,8,52,24,46.6,5.83,5,18.0,8,0,0.0
16226,8,192,203,14.1,1.76,6,4.43,8,0,0.0
15803,8,290,51,14.0,1.75,8,0.0,8,0,0.0
18138,8,38,295,50.1,6.26,8,0.0,8,0,0.0
16849,8,33,186,40.8,5.1,8,0.0,8,0,0.0
15419,8,230,24,10.5,1.31,8,0.0,8,0,0.0
14632,8,96,262,20.3,2.54,8,0.0,8,0,0.0
13277,8,176,15,11.6,1.45,5,16.57,8,0,0.0
12798,8,5256,10,8.4,1.05,6,22.86,8,0,0.0
14981,8,97,246,11.7,1.46,8,0.0,8,0,0.0
18249,8,128,17,12.8,1.6,8,0.0,8,0,0.0
17353,8,1200,129,11.6,1.45,5,3.57,8,0,0.0
12450,8,128,156,12.9,1.61,7,2.43,8,0,0.0
13101,8,113,234,23.7,2.96,8,0.0,8,0,0.0
14280,8,52,196,37.9,4.74,8,0.0,8,0,0.0
12974,8,24,197,61.6,7.7,8,0.0,8,0,0.0
17574,8,77,242,26.5,3.31,8,0.0,8,0,0.0
17650,8,150,21,15.2,1.9,8,0.0,8,0,0.0
15405,8,193,189,28.8,3.6,8,0.0,8,0,0.0
13686,8,70,182,9.3,1.16,8,0.0,8,0,0.0
14368,8,36,319,49.0,6.13,8,0.0,8,0,0.0
17698,8,93,260,17.1,2.14,8,0.0,8,0,0.0
15843,8,27,303,57.1,7.14,8,0.0,8,0,0.0
14406,8,77,119,30.4,3.8,8,0.0,8,0,0.0
18209,8,58,28,25.9,3.24,8,0.0,8,0,0.0
13059,8,35,249,41.8,5.22,8,0.0,8,0,0.0
16287,8,298,169,17.9,2.24,8,0.0,8,0,0.0
16114,8,43,170,26.8,3.35,8,0.0,8,0,0.0
13710,8,176,31,9.3,1.16,8,0.0,8,0,0.0
16913,8,82,290,16.6,2.08,8,0.0,8,0,0.0
14693,8,34,264,27.8,3.48,8,0.0,8,0,0.0
16006,8,84,211,12.6,1.57,8,0.0,8,0,0.0
16351,8,90,332,15.9,1.99,8,0.0,8,0,0.0
15226,8,71,310,30.7,3.84,8,0.0,8,0,0.0
13260,8,142,61,39.7,4.96,8,0.0,8,0,0.0
16432,8,276,64,25.3,3.16,8,0.0,8,0,0.0
17455,8,66,203,22.6,2.83,8,0.0,8,0,0.0
17349,8,102,179,26.5,3.31,8,0.0,8,0,0.0
16658,8,40,368,24.2,3.02,8,0.0,8,0,0.0
14314,8,296,106,5.3,0.66,8,0.0,8,0,0.0
13103,8,82,39,31.7,3.96,8,0.0,8,0,0.0
16055,8,22,220,71.9,8.99,8,0.0,8,0,0.0
17881,8,32,304,36.3,4.54,8,0.0,8,0,0.0
13161,8,29,313,38.9,4.86,8,0.0,8,0,0.0
15739,8,472,66,20.2,2.52,8,0.0,8,0,0.0
13207,8,130,15,18.3,2.29,7,19.29,8,0,0.0
15565,8,60,50,36.5,4.56,8,2.86,8,0,0.0
14238,8,111,326,18.3,2.29,8,0.0,8,0,0.0
15381,8,171,213,49.6,6.2,8,7.71,8,0,0.0
14248,8,102,318,24.4,3.05,8,0.0,8,0,0.0
